AUD/JPY,20090501 00:00:00.308,72.06,72.093
AUD/JPY,20090501 00:00:00.310,72.061,72.092
AUD/JPY,20090501 00:00:00.318,72.062,72.09
AUD/JPY,20090501 00:00:00.361,72.066,72.092
AUD/JPY,20090501 00:00:00.528,72.061,72.087
AUD/JPY,20090501 00:00:00.547,72.061,72.087
AUD/JPY,20090501 00:00:00.771,72.059,72.086
AUD/JPY,20090501 00:00:00.828,72.063,72.086
AUD/JPY,20090501 00:00:01.048,72.058,72.086
AUD/JPY,20090501 00:00:01.062,72.057,72.086
AUD/JPY,20090501 00:00:01.079,72.059,72.086
